Autor;Titel;OCR-Absatz;Passage;Aussage;Code des Typs;Annotator*in;Anmerkung;E1;Relation;E2;POST
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem <e2>sentimentalen Roman</e2><rel> den Mme </rel><e1>Riccoboni</e1> („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Marie Jeanne Riccoboni topicInterest Sentimentalität;topicInterest;SH;;Riccoboni; den Mme ;sentimentalen Roman;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem <e2>sentimentalen Roman</e2><rel> den Mme Riccoboni („</rel><e1>Lettres de Mistriss Fanni Butlerd</e1>“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Lettres de Mistriss Fanni Butlerd about Sentimentalität;about;SH;;Lettres de Mistriss Fanni Butlerd; den Mme Riccoboni („;sentimentalen Roman;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem <e2>sentimentalen Roman</e2><rel>, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und </rel><e1>Mme de Charricre</e1> („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Isabelle de Charrière topicInterest Sentimentalität;topicInterest;SH;;Mme de Charricre;, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und ;sentimentalen Roman;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem <e2>sentimentalen Roman</e2><rel>, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („</rel><e1>Ca-liste</e1>“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Calliste about Sentimentalität;about;SH;;Ca-liste;, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („;sentimentalen Roman;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem <e2>sentimentalen Roman</e2><rel> den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund </rel><e1>Bernardin de Saint-Pierre</e1> mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Bernardin de Saint-Pierre topicInterest Sentimentalität;topicInterest;SH;;Bernardin de Saint-Pierre; den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund ;sentimentalen Roman;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem <e2>sentimentalen Roman</e2><rel> den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „</rel><e1>Paul et Virginie</e1>“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Paul et Virginie about Sentimentalität;about;SH;;Paul et Virginie; den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „;sentimentalen Roman;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert <e1>Choderlos de Laclos</e1><rel>(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die </rel><e2>Korruption</e2> und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Choderlos de Laclos topicInterest Korruption;topicInterest;SH;;Choderlos de Laclos;(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die ;Korruption;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert <e1>Choderlos de Laclos</e1><rel>(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des </rel><e2>libertinage de mœurs</e2> mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Choderlos de Laclos topicInterest Libertinage;topicInterest;SH;;Choderlos de Laclos;(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des ;libertinage de mœurs;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „<e1>Les liaisons dangereuses</e1><rel> (1782) die </rel><e2>Korruption</e2> und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Les liaisons dangereuses about Korruption;about;SH;;Les liaisons dangereuses; (1782) die ;Korruption;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „<e1>Les liaisons dangereuses</e1><rel> (1782) die Korruption und Verworfenheit der adligen Vertreter des </rel><e2>libertinage de mœurs</e2> mit der Empfindsamkeit der tugendhaften Frauenfiguren.;Les liaisons dangereuses about Libertinage;about;SH;;Les liaisons dangereuses; (1782) die Korruption und Verworfenheit der adligen Vertreter des ;libertinage de mœurs;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert <e1>Choderlos de Laclos</e1><rel>(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der </rel><e2>Empfindsamkeit</e2> der tugendhaften Frauenfiguren.;Choderlos de Laclos topicInterest Empfindsamkeit;topicInterest;SH;;Choderlos de Laclos;(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der ;Empfindsamkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert <e1>Choderlos de Laclos</e1><rel>(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der </rel><e2>tugendhaften Frauenfiguren</e2>.;Choderlos de Laclos topicInterest Tugend;topicInterest;SH;;Choderlos de Laclos;(1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der ;tugendhaften Frauenfiguren;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „<e1>Les liaisons dangereuses</e1><rel> (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der </rel><e2>Empfindsamkeit</e2> der tugendhaften Frauenfiguren.;Les liaisons dangereuses about Empfindsamkeit;about;SH;;Les liaisons dangereuses; (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der ;Empfindsamkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „<e1>Les liaisons dangereuses</e1><rel> (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der </rel><e2>tugendhaften Frauenfiguren</e2>.;Les liaisons dangereuses about Tugend;about;SH;;Les liaisons dangereuses; (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der ;tugendhaften Frauenfiguren;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;"[Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der <e2>Empfindsamkeit</e2><rel>der tugendhaften Frauenfiguren.] Diese Tendenz wird der </rel><e1>Marquis de Sade</e1> (1740-1814) dann in seinen Romanen fortsetzen, die er während seiner Gefangenschaft ab 1778 verfaßt („Les cent vingt journées de Sodome“, 1785; Justine ou Les malheurs de la vertu“, 1791).";Marquis de Sade topicInterest Empfindsamkeit;topicInterest;SH;;Marquis de Sade;der tugendhaften Frauenfiguren.] Diese Tendenz wird der ;Empfindsamkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;"[Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der <e2>tugendhaften Frauenfiguren</e2><rel>] Diese Tendenz wird der </rel><e1>Marquis de Sade</e1> (1740-1814) dann in seinen Romanen fortsetzen, die er während seiner Gefangenschaft ab 1778 verfaßt („Les cent vingt journées de Sodome“, 1785; Justine ou Les malheurs de la vertu“, 1791).";Marquis de Sade topicInterest Tugend;topicInterest;SH;;Marquis de Sade;] Diese Tendenz wird der ;tugendhaften Frauenfiguren;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;"[Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der <e2>Empfindsamkeit</e2><rel>der tugendhaften Frauenfiguren.] Diese Tendenz wird der Marquis de Sade (1740-1814) dann in seinen Romanen fortsetzen, die er während seiner Gefangenschaft ab 1778 verfaßt („</rel><e1>Les cent vingt journées de Sodome</e1>“, 1785; Justine ou Les malheurs de la vertu“, 1791).";Les cent vingt journées de Sodome about Empfindsamkeit;about;SH;;Les cent vingt journées de Sodome;der tugendhaften Frauenfiguren.] Diese Tendenz wird der Marquis de Sade (1740-1814) dann in seinen Romanen fortsetzen, die er während seiner Gefangenschaft ab 1778 verfaßt („;Empfindsamkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;"[Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der <e2>tugendhaften Frauenfiguren</e2><rel>] Diese Tendenz wird der Marquis de Sade (1740-1814) dann in seinen Romanen fortsetzen, die er während seiner Gefangenschaft ab 1778 verfaßt („</rel><e1>Les cent vingt journées de Sodome</e1>“, 1785; Justine ou Les malheurs de la vertu“, 1791).";Les cent vingt journées de Sodome about Tugend;about;SH;;Les cent vingt journées de Sodome;] Diese Tendenz wird der Marquis de Sade (1740-1814) dann in seinen Romanen fortsetzen, die er während seiner Gefangenschaft ab 1778 verfaßt („;tugendhaften Frauenfiguren;
