Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung;POST
267;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Buffons auch für ihre stilistischen Ambitionen berühmte <e1>Histoire <e2>naturelle générale</e2> et particul<rel></rel><e2>naturelle générale</e2> et particulière</e1> (1749–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; Linné und Réaumur sind seine unmittelbaren Vorgänger in der Naturgeschichte.";Histoire naturelle générale et particulière main Subject Natur;main Subject;SH;Histoire naturelle générale et particulière;;naturelle générale;;RTS
268;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"<e1>Buffon</e1><rel> auch für ihre stilistischen Ambitionen berühmte Histoire naturelle générale et particulière (1749–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; </rel><e2>Linné</e2> und Réaumur sind seine unmittelbaren Vorgänger in der Naturgeschichte.";Buffon InfluencedBy Linné;InfluencedBy;SH;Buffon;" auch für ihre stilistischen Ambitionen berühmte Histoire naturelle générale et particulière (1749–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; ";Linné;;RSU
269;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"<e1>Buffon</e1><rel> auch für ihre stilistischen Ambitionen berühmte Histoire naturelle générale et particulière (1749–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; Linné und </rel><e2>Réaumur</e2> sind seine unmittelbaren Vorgänger in der Naturgeschichte.";Buffon InfluencedBy Réaumur;InfluencedBy;SH;Buffon;" auch für ihre stilistischen Ambitionen berühmte Histoire naturelle générale et particulière (1749–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; Linné und ";Réaumur;;RSU
270;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Buffons auch für ihre stilistischen Ambitionen berühmte Histoire naturelle générale et particulière (1749–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; <e1>Linné</e1><rel>und </rel><e2>Réaumur</e2> sind seine unmittelbaren Vorgänger in der Naturgeschichte.";Linné IsRelatedTo Réaumur;IsRelatedTo;SH;Linné;und ;Réaumur;;RSU
271;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;<e1>Condorcet</e1><rel>bilanziert am Jahrhundertende wissenschaftliche, technische und philosophische </rel><e2>Fortschritte</e2>, beschwört Fortschrittshoffnungen und erwägt gar die Möglichkeit, dass der Mensch unsterblich werde.;Condorcet ArticulatesPositiveJudgement Fortschritt;ArticulatesPositiveJudgement;SH;Condorcet;bilanziert am Jahrhundertende wissenschaftliche, technische und philosophische ;Fortschritte;;
272;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;<e1>Condorcet</e1><rel>bilanziert am Jahrhundertende wissenschaftliche, technische und philosophische Fortschritte, beschwört Fortschrittshoffnungen und erwägt gar die Möglichkeit, dass der Mensch </rel><e2>unsterblich</e2> werde.;Condorcet ArticulatesNeutralJudgement Unsterblichkeit;ArticulatesNeutralJudgement*;SH;Condorcet;>bilanziert am Jahrhundertende wissenschaftliche, technische und philosophische Fortschritte, beschwört Fortschrittshoffnungen und erwägt gar die Möglichkeit, dass der Mensch ;unsterblich;*?;RSU
273;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204-205;Um 1750, in der Hochphase des philosophischen Sensualismus, prägt der <e2>deutsche Philosoph</e2><rel></rel><e1>Alexander Gottlieb Baumgarten</e1> den Begriff der ›Ästhetik‹ in der Bedeutung einer Theorie des sinnlich Schönen (Aesthetica, 1750–1758).;Alexander Gottlieb Baumgarten nationality Deutschland;nationality;SH;Alexander Gottlieb Baumgarten;;deutsche Philosoph;;RTS
274;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204-205;Um 1750, in der Hochphase des <e2>philosophischen Sensualismus</e2><rel> prägt der deutsche Philosoph </rel><e1>Alexander Gottlieb Baumgarten</e1> den Begriff der ›Ästhetik‹ in der Bedeutung einer Theorie des sinnlich Schönen (Aesthetica, 1750–1758).;Alexander Gottlieb Baumgarten occupation „Philosoph“;occupation;SH;Alexander Gottlieb Baumgarten; prägt der deutsche Philosoph ;philosophischen Sensualismus;;RTS
275;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204-205;Um 1750, in der Hochphase des philosophischen Sensualismus, prägt der deutsche Philosoph <e1>Alexander Gottlieb Baumgarten</e1> den Begriff der ›Ästhetik‹ in der Bedeutung einer Theorie des sinnlich Schönen (Aesthetica, 1750–1758).;Alexander Gottlieb Baumgarten MACHT AUSSAGE ÜBER* Ästhetik;MACHT AUSSAGE ÜBER;SH;Alexander Gottlieb Baumgarten;;;*Wie drückt man aus, dass jd. Begriff geprägt hat?;ND
276;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204-205;Um 1750, in der Hochphase des philosophischen Sensualismus, prägt der deutsche Philosoph <e1>Alexander Gottlieb Baumgarten</e1><rel>den Begriff der ›Ästhetik‹ in der Bedeutung einer Theorie des sinnlich Schönen (</rel><e2>Aesthetica</e2>, 1750–1758).;Alexander Gottlieb Baumgarten author Aesthetica;author;SH;Alexander Gottlieb Baumgarten;den Begriff der ›Ästhetik‹ in der Bedeutung einer Theorie des sinnlich Schönen (;Aesthetica;;RSU
277;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204-205;Um <e2>1750</e2><rel> in der Hochphase des philosophischen Sensualismus, prägt der deutsche Philosoph Alexander Gottlieb Baumgarten den Begriff der ›Ästhetik‹ in der Bedeutung einer Theorie des sinnlich Schönen (</rel><e1>Aesthetica</e1>, 1750–1758).;Aesthetica date of publication 1750-1758;date of publication;SH;Aesthetica; in der Hochphase des philosophischen Sensualismus, prägt der deutsche Philosoph Alexander Gottlieb Baumgarten den Begriff der ›Ästhetik‹ in der Bedeutung einer Theorie des sinnlich Schönen (;ca. 1750;;
278;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der <e1>Abbé Jean-Baptiste Dubos</e1><rel>(</rel><e2>Réflexions critiques sur la poésie et sur la peinture</e2>, 1719), der vom Empirismus und englischen Theoretikern beeinflusst ist, und der Abbé Charles Batteux (Les beaux-arts réduits à un même principe, 1746) zu nennen, der eine Revision klassischer Regel- und Geschmacksästhetik anstrebt.;Abbé Jean-Baptiste Dubos author Réflexions critiques sur la poésie et sur la peinture;author;SH;Abbé Jean-Baptiste Dubos;(;Réflexions critiques sur la poésie et sur la peinture;;RTS
279;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der Abbé Jean-Baptiste Dubos (<e1>Réflexions critiques sur la poésie et sur la peinture</e1><rel> </rel><e2>1719</e2>), der vom Empirismus und englischen Theoretikern beeinflusst ist, und der Abbé Charles Batteux (Les beaux-arts réduits à un même principe, 1746) zu nennen, der eine Revision klassischer Regel- und Geschmacksästhetik anstrebt.;Réflexions critiques sur la poésie et sur la peinture date of publication 1719;date of publication;SH;Réflexions critiques sur la poésie et sur la peinture; ;1719;;RTS
280;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der <e1>Abbé Jean-Baptiste Dubos</e1><rel>(Réflexions critiques sur la poésie et sur la peinture, 1719), der vom </rel><e2>Empirismus</e2> und englischen Theoretikern beeinflusst ist, und der Abbé Charles Batteux (Les beaux-arts réduits à un même principe, 1746) zu nennen, der eine Revision klassischer Regel- und Geschmacksästhetik anstrebt.;Abbé Jean-Baptiste Dubos InfluencedBy Empirismus*;InfluencedBy;SH;Abbé Jean-Baptiste Dubos;(Réflexions critiques sur la poésie et sur la peinture, 1719), der vom ;Empirismus;*InfluencedBy Ideologie? Oder lieber direkt ideology „Empirismus“?;
281;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der <e1>Abbé Jean-Baptiste Dubos</e1><rel>(Réflexions critiques sur la poésie et sur la peinture, 1719), der vom Empirismus und </rel><e2>englischen Theoretiker</e2>n beeinflusst ist, und der Abbé Charles Batteux (Les beaux-arts réduits à un même principe, 1746) zu nennen, der eine Revision klassischer Regel- und Geschmacksästhetik anstrebt.;Abbé Jean-Baptiste Dubos InfluencedBy englische Theoretiker*;InfluencedBy;SH;Abbé Jean-Baptiste Dubos;(Réflexions critiques sur la poésie et sur la peinture, 1719), der vom Empirismus und ;englischen Theoretiker;*Personengruppe hier als Subj ok?;RSU
282;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der <e1>Abbé Jean-Baptiste Dubos</e1><rel>(Réflexions critiques sur la poésie et sur la peinture, 1719), der vom Empirismus und englischen Theoretikern beeinflusst ist, und der </rel><e2>Abbé Charles Batteux</e2> (Les beaux-arts réduits à un même principe, 1746) zu nennen, der eine Revision klassischer Regel- und Geschmacksästhetik anstrebt.;Abbé Jean-Baptiste Dubos IsRelatedTo Abbé Charles Batteux;IsRelatedTo;SH;Abbé Jean-Baptiste Dubos;(Réflexions critiques sur la poésie et sur la peinture, 1719), der vom Empirismus und englischen Theoretikern beeinflusst ist, und der ;Abbé Charles Batteux;;
283;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der Abbé Jean-Baptiste Dubos (Réflexions critiques sur la poésie et sur la peinture, 1719), der vom Empirismus und englischen Theoretikern beeinflusst ist, und der <e1>Abbé Charles Batteux</e1><rel>(</rel><e2>Les beaux-arts réduits à un même principe</e2>, 1746) zu nennen, der eine Revision klassischer Regel- und Geschmacksästhetik anstrebt.;Abbé Charles Batteux author Les beaux-arts réduits à un même principe;author;SH;Abbé Charles Batteux;(;Les beaux-arts réduits à un même principe;;RTS
284;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der Abbé Jean-Baptiste Dubos (Réflexions critiques sur la poésie et sur la peinture, 1719), der vom Empirismus und englischen Theoretikern beeinflusst ist, und der Abbé Charles Batteux (<e1>Les beaux-arts réduits à un même principe</e1><rel> </rel><e2>1746</e2>) zu nennen, der eine Revision klassischer Regel- und Geschmacksästhetik anstrebt.;Les beaux-arts réduits à un même principe date of publication 1746;date of publication;SH;Les beaux-arts réduits à un même principe; ;1746;;RTS
285;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Eine früh einsetzende Konstante ästhetischer Theoriebildung betrifft das sogenannte ›système des beaux-arts‹.] In Frankreich sind hier in erster Linie der Abbé Jean-Baptiste Dubos (Réflexions critiques sur la poésie et sur la peinture, 1719), der vom Empirismus und englischen Theoretikern beeinflusst ist, und der <e1>Abbé Charles Batteux</e1><rel>(Les beaux-arts réduits à un même principe, 1746) zu nennen, der eine Revision klassischer </rel><e2>Regel- und Geschmacksästhetik</e2> anstrebt.;Abbé Charles Batteux HAT THEMA Revision klassische Regel- und Geschmacksästhetik*;HAT THEMA;SH;Abbé Charles Batteux;(Les beaux-arts réduits à un même principe, 1746) zu nennen, der eine Revision klassischer ;Regel- und Geschmacksästhetik;*anders ausdrücken od. kürzen? prägend für?;RSU
286;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;Im weiteren Verlauf der ästhetisch-poetologischen Debatten, zu denen <e2>englische Autoren</e2><rel>wie </rel><e1>Shaftesbury</e1> maßgeblich beitragen, wird der alte Wettstreit zwischen Bildender Kunst, insbesondere der Malerei, und der Dichtkunst/Literatur – in der Linie des Horazischen »ut pictura poiesis« – aktualisiert.;Shaftesbury nationality England;nationality;SH;Shaftesbury;wie ;englische Autoren;;
287;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;Im weiteren Verlauf der ästhetisch-poetologischen Debatten, zu denen englische <e2>Autoren</e2><rel>wie </rel><e1>Shaftesbury</e1> maßgeblich beitragen, wird der alte Wettstreit zwischen Bildender Kunst, insbesondere der Malerei, und der Dichtkunst/Literatur – in der Linie des Horazischen »ut pictura poiesis« – aktualisiert.;Shaftesbury occupation „Autor“;occupation;SH;Shaftesbury;wie ;Autoren;;
288;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;Im weiteren Verlauf der <e2>ästhetisch-poetologischen Debatten</e2><rel> zu denen englische Autoren wie </rel><e1>Shaftesbury</e1> maßgeblich beitragen, wird der alte Wettstreit zwischen Bildender Kunst, insbesondere der Malerei, und der Dichtkunst/Literatur – in der Linie des Horazischen »ut pictura poiesis« – aktualisiert.;Shaftesbury prägend für* ästhetisch-poetologische Debatten;prägend für*;SH;Shaftesbury; zu denen englische Autoren wie ;ästhetisch-poetologischen Debatten;*Vorschlag;
289;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Im weiteren Verlauf der ästhetisch-poetologischen Debatten, zu denen englische Autoren wie Shaftesbury maßgeblich beitragen, wird der alte Wettstreit zwischen Bildender Kunst, insbesondere der Malerei, und der Dichtkunst/Literatur – in der Linie des Horazischen »ut pictura poiesis« – aktualisiert.] Nach dem Abbé Dubos liefert <e1>Lessing</e1><rel>1766 mit </rel><e2>Laokoon oder Über die Grenzen der Malerei und Poesie</e2> den maßgeblichen Beitrag zur Bestimmung dieses Verhältnisses.;Lessing author Laokoon oder Über die Grenzen der Malerei und Poesie;author;SH;Lessing;1766 mit ;Laokoon oder Über die Grenzen der Malerei und Poesie;;RSU
290;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205;[Im weiteren Verlauf der ästhetisch-poetologischen Debatten, zu denen englische Autoren wie Shaftesbury maßgeblich beitragen, wird der alte Wettstreit zwischen Bildender Kunst, insbesondere der Malerei, und der Dichtkunst/Literatur – in der Linie des Horazischen »ut pictura poiesis« – aktualisiert.] Nach dem Abbé Dubos liefert Lessing <e2>1766</e2><rel>mit </rel><e1>Laokoon oder Über die Grenzen der Malerei und Poesie</e1> den maßgeblichen Beitrag zur Bestimmung dieses Verhältnisses.;Laokoon oder Über die Grenzen der Malerei und Poesie date of publication 1766;date of publication;SH;Laokoon oder Über die Grenzen der Malerei und Poesie;mit ;1766;;RSU
