Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung
461;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Während <e2>Rousseau</e2><rel>einen bedeutenden Einfluß auf die Erzählprosa der Spätaufklärung ausübt, blieb </rel><e1>Diderot</e1>s Romanen diese Wirkung versagt, da sie zu Lebzeiten des Dichters nicht publiziert wurden.;Denis Diderot IsRelatedTo Jean-Jacques Rousseau;IsRelatedTo;SH;Diderot;einen bedeutenden Einfluß auf die Erzählprosa der Spätaufklärung ausübt, blieb ;Rousseau;
462;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Während <e1>Rousseau</e1><rel>einen </rel><e2>bedeutenden Einfluß</e2> auf die Erzählprosa der Spätaufklärung ausübt, blieb Diderots Romanen diese Wirkung versagt, da sie zu Lebzeiten des Dichters nicht publiziert wurden.;Jean-Jacques Rousseau describedAs bedeutend*;describedAs;SH;Rousseau;einen ;bedeutenden Einfluß;*hasdistribution high?
463;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Während Rousseau einen bedeutenden Einfluß auf die Erzählprosa der Spätaufklärung ausübt, blieb <e1>Diderot</e1><rel> Romanen diese Wirkung versagt, da sie zu Lebzeiten des </rel><e2>Dichter</e2>s nicht publiziert wurden.;Denis Diderot describedAs / profession? Dichter;describedAs*;SH;Diderot; Romanen diese Wirkung versagt, da sie zu Lebzeiten des ;Dichter;*nicht sicher, welches Prädikat hier besser: describedAs oder profession? Ist Dichter hier als Beruf gemeint oder einfach eine Beschreibung?
464;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Als <e1>Diderot</e1><rel>zu Beginn der sechziger Jahre seinen Roman </rel><e2>La Religieuse</e2> („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie.;Denis Diderot author La Religieuse;author;SH;Diderot;zu Beginn der sechziger Jahre seinen Roman ;La Religieuse;*oder: HasDistribution „high“? → = Denis Diderot HasDistribution „low“ [in diesem Zeitraum]
465;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Als Diderot zu <e2>Beginn der sechziger Jahre</e2> <rel>seinen Roman</rel> <e1>La Religieuse</e1> („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie.;La Religieuse date of publication 1760er*;date of publication;SH;La Religieuse;seinen Roman;Beginn der sechziger Jahre;*zu ungenau?
466;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Als Diderot zu Beginn der sechziger Jahre seinen <e2>Roman</e2><rel></rel><e1>La Religieuse</e1> („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie.;La Religieuse Genre Roman;Genre;SH;La Religieuse;relation out of scope;Roman;
467;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Als <e1>Diderot</e1><rel>zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog </rel><e2>Le Neveu de Rameau</e2> („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie.;Denis Diderot author Le Neveu de Rameau;author;SH;Diderot;zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog ;Le Neveu de Rameau;
468;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Als Diderot zu <e2>Beginn der sechziger Jahre</e2> <rel>seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog</rel> <e1>Le Neveu de Rameau</e1> („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie.;Le Neveu de Rameau date of publication 1760er*;date of publication;SH;Le Neveu de Rameau;seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog;Beginn der sechziger Jahre;*zu ungenau?
469;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Als Diderot zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den <e2>Dialog</e2><rel></rel><e1>Le Neveu de Rameau</e1> („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie.;Le Neveu de Rameau Genre Dialog;Genre;SH;Le Neveu de Rameau;relation out of scope;Dialog;
470;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Als <e1>Diderot</e1> <rel>zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der</rel> <e2>Encyclopédie</e2>.;Denis Diderot author Encyclopédie ?*;author;SH;Diderot;zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der;Encyclopédie;*wenn nicht alleiniger Autor, dann auch author benutzen?
471;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;[Als <e1>Diderot</e1> zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden.] Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.;Denis Diderot HasDistribution „low“*;HasDistribution;SH;Diderot;relation out of scope;;L: No subj
472;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;[Als <e1>Diderot</e1> zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden. Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.] Da er die Romane von vornherein nicht zu veröffentlichen gedachte, brauchte er sich darin keine Zurückhaltung aufzuerlegen. Wir können daher davon ausgehen, daß die Radikalität ihrer Aussage durch keinerlei taktische Überlegungen beeinträchtigt ist.;Denis Diderot has quality „nicht zurückhaltend“*;has quality ;SH;Diderot;relation out of scope;;L: No subj
473;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;[Als <e1>Diderot</e1><rel>zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden. Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.] Da er die Romane von vornherein nicht zu veröffentlichen gedachte, brauchte er sich darin keine Zurückhaltung aufzuerlegen. Wir können daher davon ausgehen, daß die Radikalität ihrer Aussage durch</rel> <e2>keinerlei taktisch</e2>e Überlegungen beeinträchtigt ist.;Denis Diderot describedAs nicht taktisch?*;describedAs;SH;Diderot;zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden. Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.] Da er die Romane von vornherein nicht zu veröffentlichen gedachte, brauchte er sich darin keine Zurückhaltung aufzuerlegen. Wir können daher davon ausgehen, daß die Radikalität ihrer Aussage durch ;keinerlei taktisch;"*(""nicht taktisch"" klingt bei den drei Aussagen seltsam)"
474;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;[Als Diderot zu Beginn der sechziger Jahre seinen Roman <e1>La Religieuse</e1><rel>(„Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden. Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.] Da er die Romane von vornherein nicht zu veröffentlichen gedachte, brauchte er sich darin keine Zurückhaltung aufzuerlegen. Wir können daher davon ausgehen, daß die Radikalität ihrer Aussage durch</rel> <e2>keinerlei taktisch</e2>e Überlegungen beeinträchtigt ist.;La Religieuse describedAs nicht taktisch;describedAs;SH;La Religieuse;(„Die Nonne“) niederschrieb und den Dialog Le Neveu de Rameau („Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden. Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.] Da er die Romane von vornherein nicht zu veröffentlichen gedachte, brauchte er sich darin keine Zurückhaltung aufzuerlegen. Wir können daher davon ausgehen, daß die Radikalität ihrer Aussage durch;keinerlei taktisch;
475;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;[Als Diderot zu Beginn der sechziger Jahre seinen Roman La Religieuse („Die Nonne“) niederschrieb und den Dialog <e1>Le Neveu de Rameau</e1><rel>(„Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden. Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.] Da er die Romane von vornherein nicht zu veröffentlichen gedachte, brauchte er sich darin keine Zurückhaltung aufzuerlegen. Wir können daher davon ausgehen, daß die Radikalität ihrer Aussage durch</rel> <e2>keinerlei taktisch</e2>e Überlegungen beeinträchtigt ist.;Le Neveu de Rameau describedAs nicht taktisch;describedAs;SH;Le Neveu de Rameau;(„Rameaus Neffe“) konzipierte, steckte er mitten in der Arbeit an der Encyclopédie. Eine Veröffentlichung dieser Werke hätte bedeutet, sich der Verfolgung durch die Arbeit an der Encyclopédie zu gefährden. Sicher war dies ein gewichtiger Grund für Diderot, seine erzählerischen Werke nur einem kleinen Kreis von Eingeweihten bekannt zu machen.] Da er die Romane von vornherein nicht zu veröffentlichen gedachte, brauchte er sich darin keine Zurückhaltung aufzuerlegen. Wir können daher davon ausgehen, daß die Radikalität ihrer Aussage durch;keinerlei taktisch;
476;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;<e1>Diderot</e1><rel>gehört wie </rel><e2>Rousseau</e2> zum radikalen Flügel der Aufklärung.;Denis Diderot IsComparedTo Jean-Jacques Rousseau;IsComparedTo;SH;Diderot;gehört wie ;Rousseau;
477;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;<e1>Diderot</e1><rel>gehört wie </rel><e2>Rousseau</e2> zum radikalen Flügel der Aufklärung.;Denis Diderot IsRelatedTo Jean-Jacques Rousseau;IsRelatedTo;SH;Diderot;gehört wie ;Rousseau;
478;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;<e1>Diderot</e1><rel>gehört wie Rousseau zum radikalen </rel><e2>Flügel der Aufklärung</e2>.;Denis Diderot IsInstanceOf radikaler Flügel der Aufklärung;IsInstanceOf;SH;Diderot;gehört wie Rousseau zum radikalen ;Flügel der Aufklärung;*passt das so? Oder lieber nochmal auseinander pflücken: IsdescribedAs radikal, IsInstanceOf Aufklärung ? Oder political ideology?
479;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;Diderot gehört wie <e1>Rousseau</e1><rel>zum radikalen </rel><e2>Flügel der Aufklärung</e2>.;Jean-Jacques Rousseau IsInstanceOf radikaler Flügel der Aufklärung;IsInstanceOf;SH;Rousseau;zum radikalen ;Flügel der Aufklärung;*siehe Zeile 479
480;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;599;[<e1>Diderot</e1><rel>gehört wie </rel><e2>Rousseau</e2> zum radikalen Flügel der Aufklärung.] In vielem kommen seine Anschauungen den radikalen pjebejisch-demokratischen Überzeugungen Rousseaus nahe.;Denis Diderot IsSimilarTo Jean-Jacques Rousseau;IsSimilarTo;SH;Diderot;gehört wie ;Rousseau;
