Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Die sensualistische Begründung des sozialkonformen Verhaltens wird allerdings in der zweiten Hälfte des Jahrhunderts von komplexeren Darstellungen psychischer Motivationen oder der Interdependenz zwischen Tugend und Verstand unterminiert — man denke an <e2>Rousseau</e2><rel> Julie ou </rel><e1>la Nouvelle Héloise</e1>, de Laclos’ Les Liaisons dangereuses, an de Sades Juliette.;La Nouvelle Héloise hasAuthor Jean-Jacques Rousseau;hasAuthor;SH;;la Nouvelle Héloise; Julie ou ;Rousseau;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Die sensualistische Begründung des sozialkonformen Verhaltens wird allerdings in der zweiten Hälfte des Jahrhunderts von komplexeren Darstellungen psychischer Motivationen oder der Interdependenz zwischen Tugend und Verstand unterminiert — man denke an Rousseaus Julie ou la Nouvelle Héloise, <e1>de Laclos</e1><rel> Les Liaisons </rel><e2>dangereuses</e2>, an de Sades Juliette.;Pierre-Ambroise-François Choderlos de Laclos author Les Liasons dangereuses;author;SH;;de Laclos; Les Liaisons ;dangereuses;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Die sensualistische Begründung des sozialkonformen Verhaltens wird allerdings in der zweiten Hälfte des Jahrhunderts von komplexeren Darstellungen psychischer Motivationen oder der Interdependenz zwischen Tugend und Verstand unterminiert — man denke an Rousseaus Julie ou la Nouvelle Héloise, de Laclos’ Les Liaisons dangereuses, an de Sades Juliette.;Les Liasons dangereuses hasAuthour Pierre-Ambroise-François Choderlos;hasAuthor;SH;;;;;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Die sensualistische Begründung des sozialkonformen Verhaltens wird allerdings in der zweiten Hälfte des Jahrhunderts von komplexeren Darstellungen psychischer Motivationen oder der Interdependenz zwischen Tugend und Verstand unterminiert — man denke an Rousseaus Julie ou la Nouvelle Héloise, de Laclos’ Les Liaisons dangereuses, an <e1>de Sade</e1>s Juliette.;Donatien Alphonse François de Sade author Juilette;author;SH;;de Sade;;Not Found;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Die sensualistische Begründung des sozialkonformen Verhaltens wird allerdings in der zweiten Hälfte des Jahrhunderts von komplexeren Darstellungen psychischer Motivationen oder der Interdependenz zwischen Tugend und Verstand unterminiert — man denke an Rousseaus Julie ou la Nouvelle Héloise, de Laclos’ Les Liaisons dangereuses, an <e2>de Sade</e2>s Juliette.;Juilette hasAuthor Donatien Alphonse François de Sade;hasAuthor;SH;;Not Foundz;;de Sade;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Eine säkularisierte Begründung moralischer Normen vertritt <e1>Marivaux</e1><rel>auch seiner englischen Vorbildern nachstrebenden Zeitschrift </rel><e2>Le Spectateur Français</e2>.;Pierre Carlet de Marivaux author Le Spectateur Français;author;SH;;Marivaux;auch seiner englischen Vorbildern nachstrebenden Zeitschrift ;Le Spectateur Français;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Eine säkularisierte Begründung moralischer Normen vertritt <e2>Marivaux</e2><rel>auch seiner englischen Vorbildern nachstrebenden Zeitschrift </rel><e1>Le Spectateur Français</e1>.;Le Spectateur Français hasAuthor Pierre Carlet de Marivaux;hasAuthor;SH;;Le Spectateur Français;auch seiner englischen Vorbildern nachstrebenden Zeitschrift ;Marivaux;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Eine säkularisierte Begründung <e2>moralischer Normen</e2><rel>vertritt </rel><e1>Marivaux</e1> auch seiner englischen Vorbildern nachstrebenden Zeitschrift Le Spectateur Français.;Pierre Carlet de Marivaux topicInterest Moral;topicInterest;SH;;Marivaux;vertritt ;moralischer Normen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Eine säkularisierte Begründung <e2>moralischer Normen</e2><rel>vertritt Marivaux auch seiner englischen Vorbildern nachstrebenden Zeitschrift </rel><e1>Le Spectateur Français</e1>.;Le Spectateur Français about Moral;about;SH;;Le Spectateur Français;vertritt Marivaux auch seiner englischen Vorbildern nachstrebenden Zeitschrift ;moralischer Normen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;"[Eine säkularisierte Begründung moralischer Normen vertritt <e1>Marivaux</e1><rel>auch seiner englischen Vorbildern nachstrebenden Zeitschrift Le Spectateur Français. (...)] Die Mitbürger dürften den Gesetzesbrecher nicht so ohne weiteres moralisch verurteilen, weil auch sie ihn in sein asoziales Verhalten gedrängt hätten; denn die </rel><e2>ungleiche Verteilung</e2> der Güter haben seinen Neid und seine Habgier angeregt:";Pierre Carlet de Marivaux topicInterest Ungleichheit;topicInterest;SH;*ungleiche Verteilung der Güter = nur Ungleichheit, oder Ungleichheit + Eigentum?;Marivaux;"auch seiner englischen Vorbildern nachstrebenden Zeitschrift Le Spectateur Français. (...)] Die Mitbürger dürften den Gesetzesbrecher nicht so ohne weiteres moralisch verurteilen, weil auch sie ihn in sein asoziales Verhalten gedrängt hätten; denn die ";ungleiche Verteilung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;"[Eine säkularisierte Begründung moralischer Normen vertritt Marivaux auch seiner englischen Vorbildern nachstrebenden Zeitschrift <e1>Le Spectateur Français</e1><rel> (...)] Die Mitbürger dürften den Gesetzesbrecher nicht so ohne weiteres moralisch verurteilen, weil auch sie ihn in sein asoziales Verhalten gedrängt hätten; denn die </rel><e2>ungleiche Verteilung</e2> der Güter haben seinen Neid und seine Habgier angeregt:";Le Spectateur Français about Ungleichheit;about;SH;;Le Spectateur Français;" (...)] Die Mitbürger dürften den Gesetzesbrecher nicht so ohne weiteres moralisch verurteilen, weil auch sie ihn in sein asoziales Verhalten gedrängt hätten; denn die ";ungleiche Verteilung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;"Zu Recht schützen indessen die Gesetze den Reichen vor Habgier und Neid der Armen; denn Menschen, die nützlich seien und Ta<e1>le</e1><rel>te haben, sollten auch i’in größeres </rel><e2>Vermögen</e2> genießen dürfen.";Le Spectateur Français about Vermögen;about;SH;*Thema Geld usw demnächst runterbrechen;le;te haben, sollten auch i’in größeres ;Vermögen;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Marivaux hat in komödiantischer Form den Rollentausch zwischen dem zweiten und dem dritten Stand dargestellt. In romanhafter Form und mit ausführlicheren psychologischen Analysen hat er einen sozialen Aufstieg behandelt, den <e1>Molière</e1><rel>im </rel><e2>Bourgeois gentilhomme</e2> (1670) noch dem Spottgelächter der etablierten Oberschicht preisgegeben hatte.;Molière author Bourgeois gentilhomme;author;SH;;Molière;im ;Bourgeois gentilhomme;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Marivaux hat in komödiantischer Form den Rollentausch zwischen dem zweiten und dem dritten Stand dargestellt. In romanhafter Form und mit ausführlicheren psychologischen Analysen hat er einen sozialen Aufstieg behandelt, den <e2>Molière</e2><rel>im </rel><e1>Bourgeois gentilhomme</e1> (1670) noch dem Spottgelächter der etablierten Oberschicht preisgegeben hatte.;Bourgeois gentilhomme hasAuthor Molière;hasAuthor;SH;;Bourgeois gentilhomme;im ;Molière;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;<e1>Marivaux</e1><rel>hat in komödiantischer Form den Rollentausch zwischen dem zweiten und dem dritten Stand dargestellt. In romanhafter Form und mit ausführlicheren psychologischen Analysen hat er einen</rel> <e2>sozialen Aufstieg</e2> behandelt, den Molière im Bourgeois gentilhomme (1670) noch dem Spottgelächter der etablierten Oberschicht preisgegeben hatte.;Pierre Carlet de Marivaux topicInterest sozialer Aufstieg;topicInterest;SH;;Marivaux;hat in komödiantischer Form den Rollentausch zwischen dem zweiten und dem dritten Stand dargestellt. In romanhafter Form und mit ausführlicheren psychologischen Analysen hat er einen  ;sozialen Aufstieg;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Marivaux hat in komödiantischer Form den Rollentausch zwischen dem zweiten und dem dritten Stand dargestellt. In romanhafter Form und mit ausführlicheren psychologischen Analysen hat er einen <e2>sozialen Aufstieg</e2><rel>behandelt, den </rel><e1>Molière</e1> im Bourgeois gentilhomme (1670) noch dem Spottgelächter der etablierten Oberschicht preisgegeben hatte.;Molière topicInterest sozialer Aufstieg;topicInterest;SH;;Molière;behandelt, den ;sozialen Aufstieg;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;350;Marivaux hat in komödiantischer Form den Rollentausch zwischen dem zweiten und dem dritten Stand dargestellt. In romanhafter Form und mit ausführlicheren psychologischen Analysen hat er einen <e2>sozialen Aufstieg</e2><rel>behandelt, den Molière im </rel><e1>Bourgeois gentilhomme</e1> (1670) noch dem Spottgelächter der etablierten Oberschicht preisgegeben hatte.;Bourgeois gentilhomme about sozialer Aufstieg;about;SH;;Bourgeois gentilhomme;behandelt, den Molière im ;sozialen Aufstieg;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;<e2>Le Paysan parvenu</e2> durchaus provokative Züge: Jacob, Sohn eines Pachtbauern aus der Champagne, findet sein Glück in Paris.;Pierre Carlet de Marivaux author Le Paysan parvenu;author;SH;;Not Found;;Le Paysan parvenu;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;<e1>Le Paysan parvenu</e1> durchaus provokative Züge: Jacob, Sohn eines Pachtbauern aus der Champagne, findet sein Glück in Paris.;Le Paysan parvenu hasAuthor Pierre Carlet de Marivaux;hasAuthor;SH;;Le Paysan parvenu;;Not Found;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;<e1>Le Paysan parvenu</e1><rel>durchaus provokative Züge: Jacob, Sohn eines </rel><e2>Pachtbauern</e2> aus der Champagne, findet sein Glück in Paris.;Le Paysan parvenu about Bauern;about;SH;;Le Paysan parvenu;durchaus provokative Züge: Jacob, Sohn eines ;Pachtbauern;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;[Hier bricht der Roman ab, soweit er von <e1>Marivaux</e1> <rel>verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven Anständigkeit zu Reichtum,</rel> <e2>Ansehen</e2> und Stand gebracht.;Pierre Carlet de Marivaux topicInterest Aussehen;topicInterest;SH;;Marivaux;verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven Anständigkeit zu Reichtum,;Ansehen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;[Hier bricht der Roman ab, soweit er von <e1>Marivaux</e1><rel>verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen </rel><e2>Mitgefühls</e2> und seiner naiven Anständigkeit zu Reichtum, Ansehen und Stand gebracht.;Pierre Carlet de Marivaux topicInterest Mitgefühl;topicInterest;SH;;Marivaux;verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen ;Mitgefühls;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;[Hier bricht der Roman ab, soweit er von <e1>Marivaux</e1><rel>verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven </rel><e2>Anständigkeit</e2> zu Reichtum, Ansehen und Stand gebracht.;Pierre Carlet de Marivaux topicInterest Anstand;topicInterest;SH;;Marivaux;verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven ;Anständigkeit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;[Hier bricht der Roman ab, soweit er von <e1>Marivaux</e1> <rel>verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven Anständigkeit zu</rel> <e2>Reichtum</e2>, Ansehen und Stand gebracht.;Pierre Carlet de Marivaux topicInterest Vermögen;topicInterest;SH;;Marivaux;verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven Anständigkeit zu;Reichtum;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;[Hier bricht der Roman ab, soweit er von <e1>Marivaux</e1> <rel>verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven Anständigkeit zu Reichtum,</rel> <e2>Ansehen und Stand</e2> gebracht.;Pierre Carlet de Marivaux topicInterest Macht*;topicInterest;SH;"*oder neues Thema ""Ansehen""";Marivaux;verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven Anständigkeit zu Reichtum,;Ansehen und Stand;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;[Hier bricht der Roman ab, soweit er von <e1>Marivaux</e1><rel>verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven An</rel><e2>ständigkeit</e2> zu Reichtum, Ansehen und Stand gebracht.;Pierre Carlet de Marivaux topicInterest Stände;topicInterest;SH;;Marivaux;verfaßt worden ist. (...)] Ein Bauernbursche hat es also dank seines sympathischen Äußeren, seines natürlichen Mitgefühls und seiner naiven An;ständigkeit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;"Einige Aspekte des städtischen Lebens unterzieht der Ich-Erzähler einer kritischen Betrachtung; <e1>der Autor</e1> <rel>verwendet hierzu ein ähnliches ästhetisches Verfahren wie Montesquieu: Der junge Mann vom Land bewegt sich wie ein</rel> <e2>Fremdling</e2> in der großen Stadt und kann sich also unbefangen über die neuen Eindrücke äußern.";Pierre Carlet de Marivaux topicInterest Fremdheit;topicInterest;SH;*Marivaux als Autor taggen;der Autor;verwendet hierzu ein ähnliches ästhetisches Verfahren wie Montesquieu: Der junge Mann vom Land bewegt sich wie ein;Fremdling;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;"Einige Aspekte des städtischen Lebens unterzieht der Ich-Erzähler einer kritischen Betrachtung; <e1>der Autor</e1> <rel>verwendet hierzu ein ähnliches ästhetisches Verfahren wie Montesquieu: Der junge Mann vom Land bewegt sich wie ein Fremdling in der großen</rel> <e2>Stadt</e2> und kann sich also unbefangen über die neuen Eindrücke äußern.";Pierre Carlet de Marivaux topicInterest Stadt;topicInterest;SH;;der Autor;verwendet hierzu ein ähnliches ästhetisches Verfahren wie Montesquieu: Der junge Mann vom Land bewegt sich wie ein Fremdling in der großen;Stadt;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;351;"Einige Aspekte des städtischen Lebens unterzieht der Ich-Erzähler einer kritischen Betrachtung; der Autor verwendet hierzu ein ähnliches ästhetisches Verfahren wie <e1>Montesquieu</e1><rel> Der junge Mann vom Land bewegt sich wie ein </rel><e2>Fremdling</e2> in der großen Stadt und kann sich also unbefangen über die neuen Eindrücke äußern.";Montesquieu topicInterest Fremdheit;topicInterest;SH;;Montesquieu; Der junge Mann vom Land bewegt sich wie ein ;Fremdling;
