Autor;Titel;Passage;Aussage;Code des Typs;E1;Relation;E2;POST;Seite;Annotator/in;Nr
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Wirklichkeit bilden Hintergrund Rahmen Roman <e1>La Nouvelle Héloïse</e1><rel> Werk Linie Marivaux Prévost Fall umfassend Sittenbild vorwiegen kritisch Akzent gestalten vielmehr versuchen Rousseau Kritik Bestehende Schwerpunkt Modell bürgerlichpjebejischen Grundsatz basierend </rel><e2>Gesellschaft</e2> entwickeln;La Nouvelle Héloïse main Subject bürgerliche Gesellschaft;main Subject;La Nouvelle Héloïse;Werk Linie Marivaux Prévost Fall umfassend Sittenbild vorwiegen kritisch Akzent gestalten vielmehr versuchen Rousseau Kritik Bestehende Schwerpunkt Modell bürgerlichpjebejischen Grundsatz basierend;Gesellschaft;nan;595;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e1>Rousseau</e1><rel> beginnen Roman Zustand ungeheurer Gelöstheit dauernd Überschwang berauschte voll Zug herrlich Gefühl niemals sterblich Herz erfüllen menschliche Geschlecht völlig vergessen schaffen Schar vollkommen Wesen Tugend Schönheit himmlisch treue verläßlich zärtlich Freund hienieden niemals finden Zustand </rel><e2>Enthusiasmus</e2> Verzückung Fiebers schaffen Wesen Herz;Jean-Jacques Rousseau describedAs enthusiastisch;describedAs;Rousseau;beginnen Roman Zustand ungeheurer Gelöstheit dauernd Überschwang berauschte voll Zug herrlich Gefühl niemals sterblich Herz erfüllen menschliche Geschlecht völlig vergessen schaffen Schar vollkommen Wesen Tugend Schönheit himmlisch treue verläßlich zärtlich Freund hienieden niemals finden Zustand;Enthusiasmus;nan;595-596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e1>Rousseau</e1><rel> beginnen Roman Zustand ungeheurer Gelöstheit dauernd Überschwang berauschte voll Zug herrlich Gefühl niemals sterblich Herz erfüllen menschliche Geschlecht völlig vergessen schaffen Schar vollkommen Wesen Tugend Schönheit himmlisch treue verläßlich zärtlich Freund hienieden niemals finden Zustand Enthusiasmus </rel><e2>Verzückung</e2> Fiebers schaffen Wesen Herz;Jean-Jacques Rousseau describedAs verzückt;describedAs;Rousseau;beginnen Roman Zustand ungeheurer Gelöstheit dauernd Überschwang berauschte voll Zug herrlich Gefühl niemals sterblich Herz erfüllen menschliche Geschlecht völlig vergessen schaffen Schar vollkommen Wesen Tugend Schönheit himmlisch treue verläßlich zärtlich Freund hienieden niemals finden Zustand Enthusiasmus;Verzückung;nan;595-596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e1>Rousseau</e1><rel> beginnen Roman Zustand ungeheurer Gelöstheit dauernd Überschwang berauschte voll Zug herrlich Gefühl niemals sterblich Herz erfüllen menschliche Geschlecht völlig vergessen schaffen Schar vollkommen Wesen Tugend Schönheit himmlisch treue verläßlich zärtlich Freund hienieden niemals finden Zustand Enthusiasmus Verzückung </rel><e2>Fiebers</e2> schaffen Wesen Herz;Jean-Jacques Rousseau describedAs fiebernd;describedAs;Rousseau;beginnen Roman Zustand ungeheurer Gelöstheit dauernd Überschwang berauschte voll Zug herrlich Gefühl niemals sterblich Herz erfüllen menschliche Geschlecht völlig vergessen schaffen Schar vollkommen Wesen Tugend Schönheit himmlisch treue verläßlich zärtlich Freund hienieden niemals finden Zustand Enthusiasmus Verzückung;Fiebers;nan;595-596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e1>Rousseau</e1><rel> beginnen Roman Zustand ungeheurer Gelöstheit Zustand Enthusiasmus Verzückung Fiebers schaffen Wesen Herz Position wenden Aufklärung Aspekt </rel><e2>Negation</e2> Destruktion herrschend Anschauung betreiben positiv Leitbild Stelle setzen;Jean-Jacques Rousseau ArticulatesNegativeJudgement Negation;ArticulatesNegativeJudgement;Rousseau;beginnen Roman Zustand ungeheurer Gelöstheit Zustand Enthusiasmus Verzückung Fiebers schaffen Wesen Herz Position wenden Aufklärung Aspekt;Negation;nan;595-596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e1>Rousseau</e1><rel> beginnen Roman Zustand ungeheurer Gelöstheit Zustand Enthusiasmus Verzückung Fiebers schaffen Wesen Herz Position wenden Aufklärung Aspekt Negation </rel><e2>Destruktion</e2> herrschend Anschauung betreiben positiv Leitbild Stelle setzen;Jean-Jacques Rousseau ArticulatesNegativeJudgement Destruktion;ArticulatesNegativeJudgement;Rousseau;beginnen Roman Zustand ungeheurer Gelöstheit Zustand Enthusiasmus Verzückung Fiebers schaffen Wesen Herz Position wenden Aufklärung Aspekt Negation;Destruktion;nan;595-596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Held ziehen <e1>Rousseau</e1> <rel> Geschäftigkeit Welt meiden Stadt Verderbnis verinnerlichen gestalten moralisch Person nirgends finden fühlen sich</rel> <e2>selbst zurückziehen</e2> übrig Welt lösen unsrigen verschieden Welt schaffen;Jean-Jacques Rousseau describedAs zurückgezogen;describedAs;Rousseau;Geschäftigkeit Welt meiden Stadt Verderbnis verinnerlichen gestalten moralisch Person nirgends finden fühlen;zurückziehen;nan;596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e2>Seine Helden</e2> <rel> ziehen er</rel> <e1>Rousseau</e1> Geschäftigkeit Welt meiden Stadt Verderbnis verinnerlichen gestalten moralisch Person nirgends finden fühlen zurückziehen übrig Welt lösen unsrigen verschieden Welt schaffen;Jean-Jacques Rousseau IsComparedTo Figuren (seiner Werke);IsComparedTo;Rousseau;ziehen;Held;nan;596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Held ziehen <e1>Rousseau</e1><rel> Geschäftigkeit </rel><e2>Welt</e2> meiden Stadt Verderbnis verinnerlichen gestalten moralisch Person nirgends finden fühlen zurückziehen übrig Welt lösen unsrigen verschieden Welt schaffen;Jean-Jacques Rousseau ArticulatesNegativeJudgement Welt*;ArticulatesNegativeJudgement;Rousseau;Geschäftigkeit;Welt;nan;596;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e1>Rousseau</e1><rel> Anliegen hoch moralisch Bewußtsein geprägt Mensch alltäglich bürgerlich Verhältnis zeigen verbindlich Leitbild Errichtung bürgerlich Gesellschaft geben insofern Konsequenz Roman romanesken äußer Verwicklung benötigen heben rühmen hervor Gegensatz früh Roman </rel><e2>Richardson</e2>s reichen Handlung ungewöhnliche Abenteuer Vielzahl Person verzichten;Jean-Jacques Rousseau IsOpposedTo Samuel Richardson;IsOpposedTo;Rousseau;Anliegen hoch moralisch Bewußtsein geprägt Mensch alltäglich bürgerlich Verhältnis zeigen verbindlich Leitbild Errichtung bürgerlich Gesellschaft geben insofern Konsequenz Roman romanesken äußer Verwicklung benötigen heben rühmen hervor Gegensatz früh Roman;Richardson;nan;597;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e1>Rousseau</e1><rel> Anliegen hoch moralisch Bewußtsein geprägt Mensch alltäglich bürgerlich Verhältnis zeigen verbindlich Leitbild Errichtung bürgerlich Gesellschaft geben insofern Konsequenz Roman romanesken äußer Verwicklung benötigen heben rühmen hervor Gegensatz früh Roman </rel><e2>Richardson</e2>s reichen Handlung ungewöhnliche Abenteuer Vielzahl Person verzichten;Jean-Jacques Rousseau IsRelatedTo Samuel Richardson;IsRelatedTo;Rousseau;Anliegen hoch moralisch Bewußtsein geprägt Mensch alltäglich bürgerlich Verhältnis zeigen verbindlich Leitbild Errichtung bürgerlich Gesellschaft geben insofern Konsequenz Roman romanesken äußer Verwicklung benötigen heben rühmen hervor Gegensatz früh Roman;Richardson;nan;597;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Rousseau verstehen <e1>Nouvelle Héloïse</e1><rel> Gestaltung Einheit Ideal </rel><e2>Wirklichkeit</e2> vertiefen Erschließung seelisch Bereich Romanhelden Schilderung sozial Harmonie gipfelnd Gesellschaftsbeziehungen sprachliche Ausdrucksmöglichkeiten finden poetische Sprache 18 Jahrhundert qualitativ Stufe heben;La Nouvelle Héloïse main Subject Wirklichkeit;main Subject;Nouvelle Héloïse;Gestaltung Einheit Ideal;Wirklichkeit;nan;597-598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Rousseau verstehen <e1>Nouvelle Héloïse</e1><rel> Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung </rel><e2>seelischen Bereiche</e2> Romanhelden Schilderung sozial Harmonie gipfelnd Gesellschaftsbeziehungen sprachliche Ausdrucksmöglichkeiten finden poetische Sprache 18 Jahrhundert qualitativ Stufe heben;La Nouvelle Héloïse main Subject Seele;main Subject;Nouvelle Héloïse;Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung;seelisch Bereich;nan;597-598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Rousseau verstehen <e1>Nouvelle Héloïse</e1><rel> Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung seelisch Bereich Romanhelden Schilderung sozial </rel><e2>Harmonie</e2> gipfelnd Gesellschaftsbeziehungen sprachliche Ausdrucksmöglichkeiten finden poetische Sprache 18 Jahrhundert qualitativ Stufe heben;La Nouvelle Héloïse main Subject soziale Harmonie;main Subject;Nouvelle Héloïse;Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung seelisch Bereich Romanhelden Schilderung sozial;Harmonie;nan;597-598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Rousseau verstehen <e1>Nouvelle Héloïse</e1><rel> Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung seelisch Bereich Romanhelden Schilderung sozial Harmonie gipfelnd </rel><e2>Gesellschaftsbeziehungen</e2> sprachliche Ausdrucksmöglichkeiten finden poetische Sprache 18 Jahrhundert qualitativ Stufe heben;La Nouvelle Héloïse main Subject Gesellschaftsbeziehungen;main Subject;Nouvelle Héloïse;Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung seelisch Bereich Romanhelden Schilderung sozial Harmonie gipfelnd;Gesellschaftsbeziehungen;nan;597-598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;Rousseau verstehen <e1>Nouvelle Héloïse</e1><rel> Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung seelisch Bereich Romanhelden Schilderung sozial Harmonie gipfelnd Gesellschaftsbeziehungen sprachliche Ausdrucksmöglichkeiten finden poetische Sprache 18 Jahrhundert eine</rel> <e2>qualitativ</e2> Stufe heben;La Nouvelle Héloïse HAT QUALITÄT „hoch“;HAT QUALITÄT;Nouvelle Héloïse;Gestaltung Einheit Ideal Wirklichkeit vertiefen Erschließung seelisch Bereich Romanhelden Schilderung sozial Harmonie gipfelnd Gesellschaftsbeziehungen sprachliche Ausdrucksmöglichkeiten finden poetische Sprache 18 Jahrhundert;qualitativ;nan;597-598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e2>erzählende Prosa</e2><rel> setzen </rel><e1>Nouvelle Héloïse</e1> insbesondere Wohlklang Rhythmus Satz sprachlich Maßstab Rousseau nennen pathetisch Brief Roman Hymne lassen Zahl reimlose Vers nachweisen;La Nouvelle Héloïse Genre Erzählprosa;Genre;Nouvelle Héloïse;setzen;erzählend Prosa;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;erzählend Prosa setzen <e1>Nouvelle Héloïse</e1><rel> insbesondere </rel><e2>Wohlklang</e2> Rhythmus Satz sprachlich Maßstab Rousseau nennen pathetisch Brief Roman Hymne lassen Zahl reimlose Vers nachweisen;La Nouvelle Héloïse describedAs wohlklingend;describedAs;Nouvelle Héloïse;insbesondere;Wohlklang;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;erzählend Prosa setzen <e1>Nouvelle Héloïse</e1><rel> insbesondere Wohlklang </rel><e2>Rhythmus</e2> Satz sprachlich Maßstab Rousseau nennen pathetisch Brief Roman Hymne lassen Zahl reimlose Vers nachweisen;La Nouvelle Héloïse describedAs rhythmisch;describedAs;Nouvelle Héloïse;insbesondere Wohlklang;Rhythmus;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;inhaltlich Aussage wichtig Problem <e2>Aufklärung</e2><rel> </rel><e1>Nouvelle Héloïse</e1> Summe Rousseauschen Idee künstlerisch Form Musterbeispiel spätaufklärerische Prosa gelten stellen bedeutend Roman Aufklärung dar;La Nouvelle Héloïse main Subject Aufklärung;main Subject;Nouvelle Héloïse;;Aufklärung;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;inhaltlich Aussage wichtig Problem Aufklärung <e1>Nouvelle Héloïse</e1><rel> Summe Rousseauschen Idee </rel><e2>künstlerischen Form</e2> Musterbeispiel spätaufklärerische Prosa gelten stellen bedeutend Roman Aufklärung dar;La Nouvelle Héloïse describedAs künstlerisch;describedAs;Nouvelle Héloïse;Summe Rousseauschen Idee;künstlerisch Form;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;inhaltlich Aussage wichtig Problem Aufklärung <e1>Nouvelle Héloïse</e1><rel> Summe Rousseauschen Idee künstlerisch Form Musterbeispiel </rel><e2>spätaufklärerische Prosa</e2> gelten stellen bedeutend Roman Aufklärung dar;La Nouvelle Héloïse describedAs spätaufklärerisch;describedAs;Nouvelle Héloïse;Summe Rousseauschen Idee künstlerisch Form Musterbeispiel;spätaufklärerische Prosa;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;inhaltlich Aussage wichtig Problem Aufklärung <e1>Nouvelle Héloïse</e1><rel> Summe Rousseauschen Idee künstlerisch Form Musterbeispiel </rel><e2>spätaufklärerische Prosa</e2> gelten stellen bedeutend Roman Aufklärung dar;La Nouvelle Héloïse Epoche Spätaufklärerung;Epoche;Nouvelle Héloïse;Summe Rousseauschen Idee künstlerisch Form Musterbeispiel;spätaufklärerische Prosa;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;inhaltlich Aussage wichtig Problem Aufklärung <e1>Nouvelle Héloïse</e1><rel> Summe Rousseauschen Idee künstlerisch Form Musterbeispiel spätaufklärerische Prosa gelten stellen bedeutend </rel><e2>Roman</e2> Aufklärung dar;La Nouvelle Héloïse Genre Roman;Genre;Nouvelle Héloïse;Summe Rousseauschen Idee künstlerisch Form Musterbeispiel spätaufklärerische Prosa gelten stellen bedeutend;Roman;nan;598;SH;nan
Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;<e2>Rousseau</e2><rel> bedeutend Einfluß Erzählprosa Spätaufklärung ausüben bleiben </rel><e1>Diderot</e1>s Roman Wirkung versagen Lebzeiten Dichter publizieren;Denis Diderot IsComparedTo Jean-Jacques Rousseau;IsComparedTo;Diderot;bedeutend Einfluß Erzählprosa Spätaufklärung ausüben bleiben;Rousseau;nan;599;SH;nan
